Ticker,Horizon,Mode,n,relQLIKE_MF2,relQLIKE_MF2V,relRMSE_MF2,relRMSE_MF2V,dbar_QL,dbar_SE,J_HAC,DM_iid_QL,DM_HAC_QL,DM_HLN_QL,p_HLN_QL,p_boot_QL,DM_iid_SE,DM_HAC_SE,DM_HLN_SE,p_HLN_SE,p_boot_SE
XLF,10d,unfiltered,127,0.839453391727284,0.839644859947555,0.830655614092721,0.834601101917234,-0.000835991619973517,-39.2672987349649,4,-0.351155875073438,-0.386332202649426,-0.384808203798999,0.64948586240231,0.6864,-0.76976070093983,-0.90171891378787,-0.898161823339298,0.81459381582846,0.9241
XLF,15d,unfiltered,127,0.868633531643669,0.869017647457262,0.813528657344893,0.818409826493275,-0.00180000196525873,-79.5776801654725,4,-0.621238693183403,-0.62409662668474,-0.621634697456216,0.732347390343061,0.7694,-0.675140593677769,-0.84282137892542,-0.839496626798136,0.798609657391998,0.9185
XLF,1m,unfiltered,127,0.89563751372869,0.896069242886035,0.775380649963029,0.781412772961762,-0.00215237716518953,-124.920238364037,4,-0.61099012923851,-0.55623768560262,-0.554043445548054,0.709734461313503,0.7484,-0.594373583824249,-0.771114855162099,-0.768072970108888,0.77805953786837,0.8794
XLF,2m,unfiltered,127,0.945421178857829,0.950284546498283,0.900700737804541,0.900790953698451,-0.0243057588868982,-2.17086391004202,4,-0.814721688926914,-0.777777631808404,-0.768585181968224,0.77821110112695,0.8691,-0.0363286923470906,-0.0341998529693844,-0.0337956494797165,0.513453207965345,0.5484
XLF,3m,unfiltered,127,0.958588204244243,0.963718686525144,0.908082124072746,0.908614997367112,-0.0256635596586489,-12.9256079408345,4,-0.858823376416285,-0.714223562209509,-0.70015839685246,0.757440418579635,0.8211,-0.220912808375813,-0.14564954864623,-0.142781280089602,0.556654501666721,0.5918
XLF,4m,unfiltered,127,0.953771585418028,0.959227317034023,0.911375767514508,0.910944349676434,-0.0273180064521247,10.5066074675896,4,-0.833147347267749,-0.66839024910244,-0.649964718527794,0.741550864312566,0.798,0.148959441566899,0.114838710225894,0.111672948652829,0.455630215641176,0.4975
XLF,5m,unfiltered,127,0.948677775114807,0.9543793377691,0.909261138413951,0.909420653682728,-0.0285207968967232,-3.86812765210203,4,-0.841980975058457,-0.67422095010294,-0.650325814206169,0.741667092461366,0.8013,-0.0475205246479566,-0.0371544794805262,-0.0358376836493889,0.514265750294474,0.5572
XLF,6m,unfiltered,127,0.949509376983256,0.955748022456601,0.909349835609232,0.910116929222218,-0.0311590900840686,-18.5637854899374,5,-0.821030947856803,-0.663037515932708,-0.634317921618692,0.736488326419661,0.8005,-0.17367586745861,-0.138643555942795,-0.132638184323169,0.552654439676821,0.5959
XLF,7m,unfiltered,127,0.947081774253982,0.953901905818392,0.907812189137687,0.909370354424318,-0.0340323833543486,-37.6116267317436,6,-0.846786014367482,-0.67741562531159,-0.642739213651319,0.739219396018978,0.8016,-0.320591737543063,-0.250130278263997,-0.237326291798833,0.593605441443471,0.6469
XLF,8m,unfiltered,127,0.945540741922862,0.953040462039564,0.906632757050875,0.909020325412061,-0.0374223584702567,-57.4811794241785,7,-0.860847913381028,-0.693305161828234,-0.652356233233823,0.74232012554583,0.8063,-0.432597006177171,-0.343054068697699,-0.322792144603436,0.626306151977996,0.6857
XLI,1d,filtered,83,0.856484277932842,0.856250310436252,1.0619342824867,1.06080072708474,0.000261443988260472,0.00776937847602823,3,0.0643710805649292,0.0647675464303042,0.0643761981560584,0.474413680868491,0.4902,0.408375027111428,0.413697002145935,0.411197299489687,0.341000280835542,0.3334
XLI,5d,filtered,83,0.94930446693394,0.950673787129011,1.07287458089469,1.07310437019614,-0.00379113138336962,-0.0188118242274196,3,-1.10448441182548,-1.20498140410135,-1.1977004830385,0.882757866296708,0.8632,-0.0637222930066399,-0.0725393025238176,-0.0721009945683319,0.528651446566729,0.5155
XLI,10d,filtered,83,0.954833731979409,0.955251753703178,0.954900249046208,0.950182126274072,-0.00144181285501173,1.03801437892333,3,-0.642163448598454,-0.595157596406952,-0.591561445076613,0.722114161576039,0.6915,1.01336417168085,0.878153222965331,0.872847112617293,0.192647616419874,0.2321
XLI,15d,filtered,83,0.96059224840364,0.960426066138031,0.936818128648428,0.925303309330775,0.000638704500149925,4.89022547802725,3,0.279057919694657,0.284248328308597,0.282530800026735,0.389124232045108,0.4012,1.66046854712586,1.57099954139936,1.56150701013559,0.0611277523187528,0.0456
XLI,1m,filtered,83,0.967849508117803,0.967598905602288,0.899632222612268,0.885437397671021,0.0010523007908095,10.8837249568918,3,0.367861526287108,0.372323900709582,0.370074188870336,0.356140674374717,0.3866,1.61642701035543,1.67224984503115,1.66214552385442,0.0501509992440374,0.0304
XLI,2m,filtered,83,0.968996372243625,0.967449422965039,0.764589362104481,0.734465029230237,0.00645414214180422,21.0127075500048,3,1.44495201569192,1.20099019685452,1.17926336164827,0.120851797914146,0.1803,2.36028227950172,2.56186460909904,2.51551851041447,0.0069188573164336,0.0084
XLI,3m,filtered,83,0.972529828750939,0.97017724096549,0.727872799703468,0.692253632019294,0.00983942730434716,23.3123488608242,3,1.67531562362502,1.29151700132523,1.25259172441152,0.106957433053774,0.176,3.34150612549377,2.63888208027948,2.55934831060235,0.00616172995550768,0.0059
XLI,4m,filtered,83,0.97278167966639,0.969432704927984,0.720736032593313,0.681956557030966,0.0140038737753766,25.1990263901869,3,2.35761089014616,1.73340548098357,1.66027723169789,0.0503391307680795,0.093,3.31117166641103,2.26681503215077,2.17118350417061,0.0164038743214298,0.0142
XLI,5m,filtered,83,0.973474497161967,0.969490865137293,0.721270881787221,0.675973051997961,0.0166195720773488,28.7845138649468,4,2.6160713015533,1.75226057365217,1.65722487686207,0.0506477258090315,0.0911,3.61438446665359,2.12481773995715,2.00957601306723,0.0238825077780699,0.0235
XLI,6m,filtered,83,0.975876026328151,0.971690765527102,0.745487437634502,0.693498784677717,0.0173801269406769,35.0971676348876,5,2.13105895431133,1.42589749117963,1.33138259888947,0.0933763441824333,0.1482,3.78568968844105,2.1567949485123,2.01383288881896,0.0236531944177037,0.0289
XLI,7m,filtered,83,0.97708605162355,0.973574819649761,0.754275765047277,0.708915213292771,0.0146257432707391,30.3243764814074,6,1.84426530264149,1.13152441983596,1.04288878556138,0.15003235920123,0.1836,3.26346610214481,1.74501038222038,1.60831858897895,0.0558045638320758,0.048
XLI,8m,filtered,83,0.979311720429702,0.975858882530975,0.765196413428432,0.718477296788103,0.014406502338134,30.6180062325028,7,1.66609641700442,1.0519577694207,0.956880360484703,0.17072016158411,0.1952,3.13976974368275,1.69418686399701,1.54106389464916,0.0635758115196723,0.0466
XLI,1d,unfiltered,127,0.671344316364112,0.671718378011676,0.96089933957394,0.959569517031731,-0.000672349477719227,0.195233339786203,4,-0.199976678198724,-0.203712746802368,-0.202909143090809,0.580233326452526,0.5794,0.956618587087927,1.00431561292219,1.00035380018937,0.159528291937821,0.0739
XLI,5d,unfiltered,127,0.845723696109362,0.846953496735026,0.931196627495929,0.929763868539104,-0.00404067555749249,2.46719769219979,4,-1.22079605263517,-1.28028956582343,-1.27523909420045,0.897714532605885,0.935,0.652588352928818,0.885199746442985,0.88170782061665,0.189806860849105,0.0754
XLI,10d,unfiltered,127,0.873144231869388,0.873633085392739,0.909363091898297,0.908110572226762,-0.00190149811011179,6.32871019978806,4,-0.888829680191082,-0.876272595731054,-0.872815885626652,0.807788131979997,0.8274,0.456527715121994,0.799886787428785,0.796731403186538,0.213552870568593,0.1094
XLI,15d,unfiltered,127,0.894039125984303,0.894310519373167,0.915584236843885,0.914180673584436,-0.0011590883798472,14.2171489816784,4,-0.523152070269003,-0.516815907306709,-0.514777177831879,0.696194711425916,0.7102,0.394616305506032,0.75174831012111,0.748782821993075,0.227691820659143,0.1049
